rotary~ 22/782-9329        ~0000002040~1 ~016~L~                    ~Y~N~Y~A ~002435~01/01/92~ ~00
rotary~408/954-0634        ~0000004067~1 ~001~M~BOOLE & BABBAGE     ~N~Y~N~A ~072719~01/01/92~1~01
rotary~408/954-0789        ~0000004067~1 ~001~ ~BOOLE & BABBAGE     ~N~Y~N~A ~072719~08/02/89~1~01
rotary~408/954-0846        ~0000004067~1 ~001~H~BOOLE & BABBAGE     ~N~Y~N~A ~051868~08/02/89~1~01
rotary~408/954-8476        ~0000010242~1 ~002~H~SAN JOSE TYMX25     ~1~N~Y~A ~052233~12/13/89~4~01
rotary~408/954-8481        ~0000010242~1 ~002~H~SAN JOSE TYMX25     ~1~N~Y~A ~052233~12/13/89~4~01
rotary~409/721-3400        ~0000013557~1 ~054~L~PT ARTHUR 2400      ~Y~Y~Y~UG~107455~10/03/92~1~01
rotary~409/721-3400        ~0000006350~1 ~054~L~PT ARTHUR 2400      ~Y~Y~Y~UG~107455~10/03/92~1~01
rotary~409/762-8053        ~0000005626~1 ~019~L~GALVESTON 2400      ~Y~Y~Y~A ~018777~07/14/86~1~01
rotary~409/823-1090        ~0000013357~1 ~038~L~BRYAN 2400          ~Y~Y~Y~UG~104662~08/13/92~1~01
rotary~410/224-0520        ~0000011663~1 ~026~L~ANNAPOLIS 2400      ~Y~Y~Y~A ~049232~01/01/92~1~01
rotary~410/266-6408        ~0000011663~1 ~001~ ~QUOTRON             ~N~N~Y~A ~072177~01/01/92~1~01
rotary~410/273-0872        ~0000006673~1 ~048~L~ABERDEEN 2400       ~Y~Y~Y~A ~064843~01/01/92~1~01
rotary~410/528-9296        ~0000005554~1 ~050~H~BALTIMORE 2400      ~Y~Y~Y~A ~051569~10/02/85~1~01
rotary~410/528-9296        ~0000005553~1 ~050~H~BALTIMORE 2400      ~Y~Y~Y~A ~051569~10/02/85~1~01
rotary~410/547-8100        ~0000002354~1 ~048~H~BALTIMORE           ~Y~N~N~A ~000000~05/01/85~1~01
rotary~410/625-9299        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~01/01/92~1~01
rotary~410/625-9552        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~07/29/91~1~01
rotary~410/659-7430        ~0000005023~1 ~001~H~BALTIMORE TYMX2     ~1~N~Y~A ~052042~11/14/89~4~01
rotary~410/659-7431        ~0000005023~1 ~001~H~BALTIMORE TYMX2     ~1~N~Y~A ~070269~11/14/89~4~01
rotary~410/659-7460        ~0000010034~1 ~012~H~BALTIMORE TYMDI     ~1~N~Y~A ~102282~11/16/89~3~01
rotary~410/783-0510        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~07/29/91~1~01
rotary~410/783-0511        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~07/29/91~1~01
rotary~410/783-0512        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~08/22/91~1~01
rotary~410/783-0514        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~01/01/92~1~01
rotary~410/783-0517        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~01/01/92~1~01
rotary~410/783-0518        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~08/22/91~1~01
rotary~410/783-0519        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~08/30/90~1~01
rotary~410/783-0521        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~08/30/90~1~01
rotary~410/783-0522        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~08/30/90~1~01
rotary~410/783-0524        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~08/30/90~1~01
rotary~410/783-0525        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~08/30/90~1~01
rotary~410/783-0526        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~08/30/90~1~01
rotary~410/783-0529        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~01/01/92~1~01
rotary~410/783-0530        ~0000006307~1 ~001~H~STATIONERS          ~N~N~Y~A ~064052~08/30/90~1~01
rotary~410/860-0480        ~0000006224~1 ~016~L~SALISBURY 2400      ~Y~Y~Y~A ~108521~10/08/92~1~01
rotary~410/860-0480        ~0000007571~1 ~016~L~SALISBURY 2400      ~Y~Y~Y~A ~108521~10/08/92~1~01
rotary~411/837-0301        ~0000013542~1 ~024~M~ZURICH              ~Y~N~Y~A ~069279~01/01/92~1~01
rotary~411/837-0301        ~0000011732~1 ~024~M~ZURICH              ~Y~N~Y~A ~069279~01/01/92~1~01
rotary~412/283-2286        ~0000003204~1 ~014~L~BUTLER 2400         ~Y~Y~Y~A ~035696~01/01/92~1~01
rotary~412/642-2015        ~0000013037~1 ~091~H~PITTSBURGH 2400     ~Y~Y~Y~A ~015251~07/26/84~1~01
rotary~412/642-2015        ~0000004667~1 ~091~H~PITTSBURGH 2400     ~Y~Y~Y~A ~015251~07/26/84~1~01
rotary~412/642-2235        ~0000006570~1 ~002~H~PITTSBURGH TYMX     ~1~N~Y~A ~063319~06/04/91~4~01
rotary~412/642-2271        ~0000006570~1 ~012~H~PITTSBURGH TYMD     ~1~N~Y~A ~052218~01/04/90~3~01
rotary~412/642-2720        ~0000004667~1 ~001~ ~BOURNES             ~N~N~N~A ~054812~01/01/92~1~01
rotary~412/642-6778        ~0000004666~1 ~051~H~PITTSBURGH          ~Y~N~N~A ~000000~07/24/84~1~01
rotary~412/642-7703        ~0000006570~1 ~002~H~PITTSBURGH TYMX     ~1~N~Y~A ~063319~06/04/91~4~01
rotary~412/658-5056        ~0000002760~1 ~025~L~NEW CASTLE 2400     ~Y~Y~Y~UG~107447~10/02/92~1~01
rotary~412/838-1920        ~0000011716~1 ~035~L~GREENSBURG 2400     ~Y~Y~Y~UG~108506~10/08/92~1~01
rotary~413/499-0971        ~0000007332~1 ~032~L~PITTSFIELD 2400     ~Y~Y~Y~UG~108386~10/06/92~1~01
rotary~413/787-0048        ~0000011306~1 ~098~M~SPRINGFIELD2400     ~Y~Y~Y~UG~108861~10/20/92~1~01
rotary~413/787-0048        ~0000010267~1 ~098~M~SPRINGFIELD2400     ~Y~Y~Y~UG~108861~10/20/92~1~01
rotary~413/787-0048        ~0000007743~1 ~098~M~SPRINGFIELD2400     ~Y~Y~Y~UG~108861~10/20/92~1~01
rotary~413/833-8606        ~0000002560~1 ~008~M~ BT MARIN           ~Y~N~Y~A ~062888~01/01/92~ ~00
rotary~414/235-7473        ~0000004770~1 ~021~L~OSHKOSH 2400        ~Y~Y~Y~A ~000000~05/01/85~1~01
rotary~414/334-1755        ~0000011752~1 ~023~L~WEST BEND 2400      ~Y~Y~Y~UG~105577~09/02/92~1~01
rotary~414/432-3064        ~0000012773~1 ~033~L~GREEN BAY 2400      ~Y~Y~Y~UG~108752~10/15/92~1~01
rotary~414/457-6128        ~0000010261~1 ~032~L~SHEBOYGAN 2400      ~Y~Y~Y~A ~069501~07/21/86~1~01
rotary~414/553-9044        ~0000010317~1 ~043~L~KENOSHA 2400        ~Y~Y~Y~A ~064639~01/01/92~1~01
rotary~414/730-8029        ~0000007651~1 ~046~L~APPLETON 2400       ~Y~Y~Y~A ~038650~01/01/92~1~01
rotary~414/730-9470        ~0000007651~1 ~001~ ~QUOTRON             ~N~N~Y~A ~073431~01/01/92~1~01
rotary~414/785-0630        ~0000013154~1 ~047~H~BROOKFIELD 2400     ~Y~Y~Y~A ~071956~10/01/85~1~01
rotary~414/785-0630        ~0000005544~1 ~047~H~BROOKFIELD 2400     ~Y~Y~Y~A ~071956~10/01/85~1~01
rotary~414/785-1614        ~0000002440~1 ~041~H~BROOKFIELD          ~Y~N~N~A ~056920~06/25/82~1~01
rotary~414/789-0177        ~0000013154~1 ~001~ ~BOURNS              ~N~N~N~A ~063954~01/01/92~1~01
rotary~414/796-1087        ~0000002404~1 ~012~H~BROOKFIELD TYMD     ~1~N~Y~A ~071956~04/13/92~3~01
rotary~414/796-2908        ~0000002404~1 ~002~H~BROOKFIELD TYMX     ~1~N~Y~A ~071956~04/01/92~4~01
rotary~415-588-2074        ~0000014011~  ~008~L~SOUTH SAN FRANCISCO ~Y~N~Y~P ~105634~09/02/92~3~01
rotary~415/361-8701        ~0000005535~1 ~038~H~REDWOOD CTY2400     ~Y~Y~Y~A ~041659~06/01/85~1~01
rotary~415/361-8701        ~0000004411~1 ~038~H~REDWOOD CTY2400     ~Y~Y~Y~A ~041659~06/01/85~1~01
rotary~415/366-1092        ~0000004603~1 ~030~H~REDWOOD CITY        ~Y~N~N~A ~000000~05/14/84~1~01
rotary~415/367-0334        ~0000006301~1 ~014~H~REDWOOD CITY TY     ~1~N~Y~A ~108798~08/07/91~3~01
rotary~415/453-2087        ~0000011270~1 ~032~L~SAN RAFAEL 2400     ~Y~Y~Y~UG~104536~08/12/92~1~01
rotary~415/495-4157        ~0000004632~1 ~001~ ~MORRISON & FOER     ~N~Y~N~A ~051502~01/01/92~1~01
rotary~415/495-7220        ~0000007417~1 ~020~H~SAN FRANCISCO T     ~1~N~Y~A ~039111~01/16/88~3~01
rotary~415/543-0691        ~0000007346~1 ~090~H~S.F. 2400           ~Y~Y~Y~A ~063874~02/15/86~1~01
rotary~415/543-0691        ~0000007320~1 ~090~H~S.F. 2400           ~Y~Y~Y~A ~063874~02/15/86~1~01
rotary~415/543-0691        ~0000007302~1 ~090~H~S.F. 2400           ~Y~Y~Y~A ~063874~02/15/86~1~01
rotary~415/588-3043        ~0000004504~1 ~023~L~SOUTH S.F. 2400     ~Y~Y~Y~A ~018783~07/22/86~1~01
rotary~415/737-0826        ~0000004504~1 ~001~ ~MIN MUTUAL LIFE     ~N~N~N~A ~060386~01/01/92~1~01
rotary~415/882-4917        ~0000004632~1 ~001~ ~SERATRONICS         ~N~N~ ~A ~034828~01/01/92~1~01
rotary~415/896-1693        ~0000004632~1 ~001~ ~MORRISON & FOER     ~N~Y~ ~A ~041263~01/01/92~1~01
rotary~415/896-5578        ~0000007246~1 ~002~H~SAN FRANCISCO T     ~1~N~Y~A ~063874~10/04/91~4~01
rotary~415/974-1300        ~0000003706~1 ~094~H~SAN FRANCISCO       ~Y~N~N~A ~000000~01/12/84~1~01
rotary~415/974-1300        ~0000003036~1 ~094~H~SAN FRANCISCO       ~Y~N~N~A ~000000~01/12/84~1~01
rotary~416/359-9582        ~0000006003~1 ~001~ ~VARIAN CANADA       ~N~Y~N~A ~071275~01/01/92~ ~00
rotary~416/361-3028        ~0000011326~1 ~012~H~TORONTO TYMDIAL     ~Y~N~Y~UG~104996~08/20/92~3~01
rotary~416/361-3383        ~0000012525~1 ~002~H~TORONTO TYMX25      ~1~N~Y~A ~052697~08/28/91~4~01
rotary~416/363-7578        ~0000006003~1 ~001~H~BTCAN/AMERICAN      ~N~Y~N~A ~075345~01/01/92~1~01
rotary~416/365-7630        ~0000006003~1 ~077~H~TORONTO 2400        ~Y~Y~Y~A ~030358~03/14/86~1~01
rotary~416/365-7630        ~0000005773~1 ~077~H~TORONTO 2400        ~Y~Y~Y~A ~030358~03/14/86~1~01
rotary~416/367-4616        ~0000012525~1 ~002~H~TORONTO TYMX25      ~1~N~Y~A ~052697~08/28/91~4~01
rotary~416/628-5908        ~0000007675~1 ~008~L~DUNDAS 2400         ~Y~N~Y~A ~049595~01/01/92~1~01
rotary~416/636-7252        ~0000006003~  ~002~ ~BOURNS              ~N~N~N~A ~055314~01/01/92~1~01
rotary~417/781-8718        ~0000003677~1 ~032~L~JOPLIN 2400         ~Y~Y~Y~A ~016378~01/01/92~1~01
rotary~417/881-6225        ~0000013572~1 ~087~L~SPRINGFIELD2400     ~Y~Y~Y~UG~106832~09/15/92~1~01
rotary~417/881-6225        ~0000010673~1 ~087~L~SPRINGFIELD2400     ~Y~Y~Y~UG~106832~09/15/92~1~01
rotary~418/647-1116        ~0000010464~1 ~011~L~QUEBEC CITY         ~Y~N~Y~A ~047505~09/03/86~1~01
rotary~419/228-6343        ~0000010036~1 ~026~L~LIMA                ~Y~Y~Y~UG~105629~09/02/92~1~01
rotary~419/255-7705        ~0000013624~1 ~183~M~TOLEDO 2400         ~Y~Y~Y~UG~102215~09/21/92~1~01
rotary~419/255-7705        ~0000011300~1 ~183~M~TOLEDO 2400         ~Y~Y~Y~UG~102215~09/21/92~1~01
rotary~419/255-7790        ~0000003566~1 ~027~M~TOLEDO              ~Y~N~N~A ~006248~10/14/83~1~01
rotary~419/427-1600        ~0000003047~1 ~008~L~FINDLAY 2400        ~Y~Y~Y~A ~060994~01/01/92~1~01
rotary~419/529-3303        ~0000007472~1 ~016~L~MANSFIELD 2400      ~Y~Y~Y~A ~063540~01/01/92~1~01
rotary~419/747-6200        ~0000002236~1 ~023~L~MANSFIELD 2400      ~Y~Y~Y~UG~106874~09/14/92~1~01
rotary~453/118-6333        ~0000007177~1 ~016~I~COPENHAGEN          ~Y~N~N~A ~052410~01/01/92~1~01
rotary~453/120-2776        ~0000007177~1 ~001~ ~RAPS POLLER         ~N~Y~N~A ~070671~01/01/92~ ~00
rotary~463/145-0630        ~0000013104~1 ~008~M~GOTHENBURG          ~Y~N~Y~A ~070870~01/01/92~ ~00
rotary~501/442-0234        ~0000013524~1 ~030~L~FAYETTEVIL 2400     ~Y~Y~Y~A ~067755~01/01/92~1~01
rotary~501/535-2629        ~0000004354~1 ~025~L~PINE BLUFF 2400     ~Y~Y~Y~A ~071190~01/01/92~1~01
rotary~501/623-3576        ~0000007463~1 ~016~L~HOT SPRINGS2400     ~Y~Y~Y~C ~105502~08/31/92~1~01
rotary~501/666-1224        ~0000011313~1 ~010~H~LITTLE ROCK TYM     ~1~N~Y~A ~108798~09/09/91~3~01
rotary~501/666-6886        ~0000013616~1 ~086~M~LITTLE ROCK2400     ~Y~Y~Y~UG~106862~09/14/92~1~01
rotary~501/666-6886        ~0000011257~1 ~086~M~LITTLE ROCK2400     ~Y~Y~Y~UG~106862~09/14/92~1~01
rotary~501/782-2486        ~0000006771~1 ~031~L~FT. SMITH 2400      ~Y~Y~Y~UG~104842~08/18/92~1~01
rotary~501/935-7957        ~0000007464~1 ~019~L~JONESBORO 2400      ~Y~Y~Y~UG~104420~08/06/92~1~01
rotary~502/223-0724        ~0000003154~1 ~025~L~FRANKFORT 2400      ~Y~Y~Y~A ~036158~01/01/92~1~01
rotary~502/443-1086        ~0000012621~1 ~007~L~PADUCAH 2400        ~Y~Y~Y~A ~060686~01/01/92~1~01
rotary~502/499-7110        ~0000010337~1 ~043~M~LOUISVILLE          ~Y~N~N~A ~040734~12/07/82~1~01
rotary~502/499-9812        ~0000005271~1 ~001~M~STATIONERS          ~Y~N~N~A ~049761~01/01/92~1~01
rotary~502/499-9825        ~0000013604~1 ~090~M~LOUISVILLE 2400     ~Y~Y~Y~A ~069617~10/23/86~1~01
rotary~502/499-9825        ~0000013603~1 ~090~M~LOUISVILLE 2400     ~Y~Y~Y~A ~069617~10/23/86~1~01
rotary~502/499-9925        ~0000005271~1 ~001~ ~STATIONERS          ~N~N~N~A ~049761~01/01/92~1~01
rotary~502/499-9926        ~0000005271~1 ~001~ ~STATIONERS          ~N~N~N~A ~049761~01/01/92~1~01
rotary~502/499-9932        ~0000005271~1 ~001~ ~STATIONERS          ~N~N~N~A ~049761~01/01/92~1~01
rotary~502/499-9933        ~0000005271~1 ~001~ ~STATIONERS          ~N~N~N~A ~049761~01/01/92~1~01
rotary~502/499-9949        ~0000005271~1 ~001~ ~STATIONERS          ~N~N~N~A ~049761~01/01/92~1~01
rotary~502/499-9974        ~0000005271~1 ~001~ ~STATIONERS          ~N~N~N~A ~049761~01/01/92~1~01
rotary~502/499-9979        ~0000005271~1 ~001~ ~STATIONERS          ~N~N~N~A ~049761~01/01/92~1~01
rotary~502/685-0959        ~0000011323~1 ~045~L~OWENSBORO 2400      ~Y~Y~Y~UG~106843~09/14/92~1~01
rotary~502/781-5711        ~0000007600~1 ~020~L~BOWLING GRN2400     ~Y~Y~Y~UG~104853~08/19/92~1~01
rotary~503/222-0900        ~0000007147~1 ~055~H~PORTLAND            ~Y~N~N~A ~000000~01/01/86~1~01
rotary~503/222-2151        ~0000013274~1 ~054~H~PORTLAND 2400       ~Y~Y~Y~A ~071960~06/24/86~1~01
rotary~503/222-2151        ~0000007145~1 ~054~H~PORTLAND 2400       ~Y~Y~Y~A ~071960~06/24/86~1~01
rotary~503/222-4390        ~0000007147~1 ~006~H~INTEL               ~N~N~ ~A ~000000~01/01/86~1~01
rotary~503/225-1233        ~0000010151~1 ~002~H~PORTLAND TYMX25     ~1~N~Y~A ~052100~11/29/89~4~01
rotary~503/225-1918        ~0000013275~1 ~010~H~PORTLAND TYMDIA     ~1~N~Y~A ~108798~04/30/92~3~01
rotary~503/343-0044        ~0000011013~1 ~083~L~EUGENE 2400         ~Y~Y~Y~UG~105169~08/25/92~1~01
rotary~503/343-0044        ~0000002074~1 ~083~L~EUGENE 2400         ~Y~Y~Y~UG~105169~08/25/92~1~01
rotary~503/370-4314        ~0000010552~1 ~063~L~SALEM 2400          ~Y~Y~Y~UG~107049~09/21/92~1~01
rotary~503/370-4314        ~0000004327~1 ~063~L~SALEM 2400          ~Y~Y~Y~UG~107049~09/21/92~1~01
rotary~503/389-0146        ~0000010033~1 ~009~L~BEND 2400           ~Y~Y~Y~A ~060798~01/01/92~1~01
rotary~503/757-6341        ~0000010100~1 ~016~L~CORVALLIS 2400      ~Y~Y~Y~C ~107133~09/23/92~1~01
rotary~503/772-0831        ~0000003123~1 ~030~L~MEDFORD 2400        ~Y~Y~Y~UG~107074~09/22/92~1~01
rotary~504/291-0967        ~0000013247~1 ~087~M~BATON ROUGE2400     ~Y~Y~Y~A ~063261~01/01/92~1~01
rotary~504/291-0967        ~0000013134~1 ~087~M~BATON ROUGE2400     ~Y~Y~Y~A ~063261~01/01/92~1~01
rotary~504/292-4845        ~0000013134~1 ~001~M~STATIONERS          ~Y~N~Y~A ~063261~01/01/92~1~01
rotary~504/292-4847        ~0000013134~1 ~001~ ~STATIONERS          ~N~N~Y~A ~063261~01/01/92~1~01
rotary~504/292-4850        ~0000013134~1 ~001~ ~STATIONERS          ~N~N~Y~A ~063261~01/01/92~1~01
rotary~504/292-4854        ~0000013134~1 ~001~L~STATIONERS          ~N~N~Y~A ~063261~01/01/92~1~01
rotary~504/292-7263        ~0000013134~1 ~001~ ~STATIONERS          ~N~N~N~A ~071702~01/01/92~1~01
rotary~504/522-1370        ~0000006532~1 ~037~H~NEW ORLEANS         ~Y~N~N~A ~000000~08/01/85~1~01
rotary~504/522-4485        ~0000013772~  ~008~L~ATI-16/TYMDIAL      ~Y~N~Y~P ~105369~08/28/92~4~01
rotary~504/524-1738        ~0000011376~1 ~008~H~NEW ORLEANS TYM     ~1~N~Y~A ~108798~02/01/92~3~01
rotary~504/525-2014        ~0000013301~1 ~097~H~NORLEANS2400        ~Y~Y~Y~A ~051568~08/01/85~1~01
rotary~504/525-2014        ~0000013300~1 ~097~H~NORLEANS2400        ~Y~Y~Y~A ~051568~08/01/85~1~01
rotary~504/525-2014        ~0000006525~1 ~097~H~NORLEANS2400        ~Y~Y~Y~A ~051568~08/01/85~1~01
rotary~504/646-2900        ~0000011026~1 ~051~L~SLIDELL 2400        ~Y~Y~Y~UG~108363~10/05/92~1~01
rotary~504/924-5102        ~0000002723~1 ~022~M~BATON ROUGE         ~Y~N~N~A ~000000~10/09/84~1~01
rotary~505/242-8344        ~0000004212~1 ~031~M~ALBUQUERQUE         ~Y~N~N~A ~006126~09/23/83~1~01
rotary~505/242-8931        ~0000013622~1 ~084~M~ALBUQUERQUE2400     ~Y~Y~Y~A ~069514~01/01/92~1~01
rotary~505/242-8931        ~0000013444~1 ~084~M~ALBUQUERQUE2400     ~Y~Y~Y~A ~069514~01/01/92~1~01
rotary~505/243-0699        ~0000012760~  ~008~M~ALBUQUERQUE         ~Y~N~Y~P ~104657~08/13/92~3~01
rotary~505/471-0606        ~0000007636~1 ~032~L~SANTA FE 2400       ~Y~Y~Y~UG~108706~10/14/92~1~01
rotary~505/525-3401        ~0000002071~1 ~027~L~LAS CRUCES 2400     ~Y~Y~Y~UG~106599~09/04/92~1~01
rotary~505/623-3591        ~0000007157~1 ~009~L~ROSWELL 2400        ~Y~Y~Y~A ~065263~01/01/92~1~01
rotary~507/282-0830        ~0000013110~1 ~073~L~ROCHESTER 2400      ~Y~Y~Y~A ~048825~01/01/92~1~01
rotary~507/282-0830        ~0000011671~1 ~073~L~ROCHESTER 2400      ~Y~Y~Y~A ~048825~01/01/92~1~01
rotary~507/387-7313        ~0000003614~1 ~021~L~MANKATO 2400        ~Y~Y~Y~UG~104885~08/19/92~1~01
rotary~508-754-4107        ~0000014022~  ~008~L~WORCESTER 9600      ~Y~N~Y~P ~105807~09/03/92~3~01
rotary~508/226-6441        ~0000007735~1 ~026~L~ATTLEBORO 2400      ~Y~Y~Y~A ~016097~01/01/92~1~01
rotary~508/448-9361        ~0000011453~1 ~016~L~GROTON 2400         ~Y~Y~Y~A ~045381~01/01/92~1~01
rotary~508/452-5112        ~0000007625~1 ~027~L~LOWELL 2400         ~Y~Y~Y~A ~047595~01/01/92~1~01
rotary~508/481-0026        ~0000011405~1 ~024~L~MARLBOROUGH2400     ~Y~Y~Y~A ~047609~01/01/92~1~01
rotary~508/526-1506        ~0000002616~1 ~024~L~MANCHESTER 2400     ~Y~Y~Y~UG~108591~10/12/92~1~01
rotary~508/537-6451        ~0000007677~1 ~032~L~LEOMINSTER 2400     ~Y~Y~Y~A ~049605~10/01/85~1~01
rotary~508/676-3087        ~0000007210~1 ~033~L~SOMERSET 2400       ~Y~Y~Y~UG~105555~09/10/92~1~01
rotary~508/683-2680        ~0000006421~1 ~024~L~LAWRENCE 2400       ~Y~Y~Y~UG~105223~08/26/92~1~01
rotary~508/791-9000        ~0000003675~1 ~032~L~WORCESTER 2400      ~Y~Y~Y~UG~105807~09/03/92~1~01
rotary~508/824-3816        ~0000007547~1 ~032~L~TAUNTON 2400        ~Y~Y~Y~A ~068077~01/01/92~1~01
rotary~508/999-1860        ~0000011420~1 ~032~L~NEW BEDFORD2400     ~Y~Y~Y~A ~061567~01/01/92~1~01
rotary~508/999-4521        ~0000003302~1 ~016~L~NEW BEDFORD2400     ~Y~Y~Y~A ~062843~09/01/85~1~01
rotary~509/248-1462        ~0000002124~1 ~025~L~YAKIMA 2400         ~Y~Y~Y~A ~047609~01/01/86~1~01
rotary~509/332-3760        ~0000006046~1 ~025~L~PULLMAN 2400        ~Y~Y~Y~UG~108649~10/13/92~1~01
rotary~509/375-3367        ~0000013554~1 ~054~M~RICHLAND 2400       ~Y~Y~Y~A ~069447~02/01/86~1~01
rotary~509/375-3367        ~0000002635~1 ~054~M~RICHLAND 2400       ~Y~Y~Y~A ~069447~02/01/86~1~01
rotary~509/624-1549        ~0000005260~1 ~026~M~SPOKANE             ~Y~N~N~A ~000000~01/01/86~1~01
rotary~509/747-3011        ~0000013026~1 ~050~M~SPOKANE 2400        ~Y~Y~Y~A ~069427~01/01/92~1~01
rotary~509/747-3011        ~0000003447~1 ~050~M~SPOKANE 2400        ~Y~Y~Y~A ~069427~01/01/92~1~01
rotary~510-498-4400        ~0000014101~  ~008~M~FREMONT             ~Y~N~Y~P ~106769~09/11/92~3~01
rotary~510/430-2900        ~0000004175~1 ~040~H~OAKLAND             ~Y~N~N~A ~006976~03/01/84~1~01
rotary~510/462-2101        ~0000004014~1 ~018~M~PLEASANTON 2400     ~Y~Y~Y~A ~032781~01/08/87~1~01
rotary~510/490-7366        ~0000007117~1 ~031~M~FREMONT 2400        ~Y~Y~Y~UG~106769~09/11/92~1~01
rotary~510/633-1896        ~0000011314~1 ~082~H~OAKLAND 2400        ~Y~Y~Y~A ~000000~07/01/85~1~01
rotary~510/633-1896        ~0000005341~1 ~082~H~OAKLAND 2400        ~Y~Y~Y~A ~000000~07/01/85~1~01
rotary~510/635-1662        ~0000002076~1 ~002~H~OAKLAND TYMX25      ~1~N~Y~A ~052357~01/19/90~4~01
rotary~510/635-5296        ~0000005341~1 ~001~L~GENERAL RENT        ~N~N~N~A ~074694~01/01/92~1~01
rotary~510/638-7904        ~0000005341~1 ~020~H~OAKLAND TYMDIAL     ~Y~N~Y~A ~071752~01/19/90~3~01
rotary~510/754-8222        ~0000007601~1 ~032~L~ANTIOCH 2400        ~Y~Y~Y~A ~070406~09/01/85~1~01
rotary~510/935-1507        ~0000010436~1 ~064~L~WALNUT CRK 2400     ~Y~Y~Y~A ~055708~01/01/92~1~01
rotary~510/935-1507        ~0000004556~1 ~064~L~WALNUT CRK 2400     ~Y~Y~Y~A ~055708~01/01/92~1~01
rotary~510/935-9806        ~0000010221~1 ~010~H~WALNUT CREEK TY     ~1~N~Y~A ~074344~01/01/92~3~01
rotary~512/222-9877        ~0000007247~1 ~081~H~S. ANTONIO 2400     ~Y~Y~Y~A ~071984~05/25/84~1~01
rotary~512/222-9877        ~0000006225~1 ~081~H~S. ANTONIO 2400     ~Y~Y~Y~A ~071984~05/25/84~1~01
rotary~512/225-3213        ~0000007524~1 ~016~H~SAN ANTONIO TYM     ~1~N~Y~A ~071984~04/21/92~3~01
rotary~512/225-8002        ~0000002753~1 ~044~H~SAN ANTONIO         ~Y~N~N~A ~000000~12/28/82~1~01
rotary~512/289-1981        ~0000011054~1 ~004~H~CORPUS CHRISTI      ~1~N~Y~A ~108873~10/20/92~3~01
rotary~512/289-7305        ~0000007617~1 ~082~M~CRPS CHRSTI2400     ~Y~Y~Y~UG~106822~09/12/92~1~01
rotary~512/423-0051        ~0000005167~1 ~007~L~HARLINGEN 2400      ~Y~Y~Y~A ~062534~01/01/92~1~01
rotary~512/442-4554        ~0000013573~1 ~001~ ~BOURNS              ~N~N~N~A ~069751~02/06/90~1~01
rotary~512/444-3280        ~0000002754~1 ~046~H~AUSTIN              ~Y~N~N~A ~000000~11/16/82~1~01
rotary~512/448-1096        ~0000013573~1 ~103~H~AUSTIN 2400         ~Y~Y~Y~A ~069751~03/25/87~1~01
rotary~512/448-1096        ~0000010204~1 ~103~H~AUSTIN 2400         ~Y~Y~Y~A ~069751~03/25/87~1~01
rotary~512/448-1096        ~0000007437~1 ~103~H~AUSTIN 2400         ~Y~Y~Y~A ~069751~03/25/87~1~01
rotary~512/448-4611        ~0000003523~1 ~010~H~AUSTIN TYMDIAL      ~1~N~Y~A ~102282~08/14/91~3~01
rotary~512/462-0022        ~0000010313~1 ~001~H~STATIONERS          ~N~N~Y~A ~059226~01/01/92~1~01
rotary~512/462-0024        ~0000010313~1 ~001~H~STATIONERS          ~N~N~Y~A ~059226~01/01/92~1~01
rotary~512/462-0025        ~0000010313~1 ~001~H~STATIONERS          ~N~N~Y~A ~059226~01/01/92~1~01
rotary~512/462-0027        ~0000010313~1 ~001~H~STATIONERS          ~N~N~Y~A ~059226~01/01/92~1~01
rotary~512/462-0028        ~0000010313~1 ~001~H~STATIONERS          ~N~N~Y~A ~059226~01/01/92~1~01
rotary~512/462-0029        ~0000010313~1 ~001~H~STATIONERS          ~N~N~Y~A ~059226~01/01/92~1~01
rotary~512/462-0315        ~0000010313~1 ~001~H~STATIONERS          ~N~N~Y~A ~059226~01/01/92~1~01
rotary~512/462-0624        ~0000010313~1 ~001~H~STATIONERS          ~N~N~Y~A ~059226~01/01/92~1~01
rotary~512/462-0633        ~0000010313~1 ~001~H~STATIONERS          ~N~N~Y~A ~059226~01/01/92~1~01
rotary~512/462-0700        ~0000010313~1 ~001~H~STATIONERS          ~N~N~Y~A ~059226~01/01/92~1~01
